number,title,detail_url,dozierende
636-0515-00L,Molecular Medicine I (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193661&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0550-00L,Biomolecular Nanotechnology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193159&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Nash
636-0551-00L,Supramolecular Chemistry (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193845&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,K. Tiefenbacher
636-0552-00L,Metals in Biology (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192505&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0553-00L,Chemical Biology (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192506&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0554-00L,Modelling and Simulation in Drug Development,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193813&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,H.‑M. Kaltenbach
636-0706-00L,Spatio-Temporal Modelling in Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192976&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Iber
636-0103-00L,Microtechnology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192801&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Hierlemann
636-0104-00L,Biophysical Methods,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194606&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. J. Müller
636-0107-00L,Biotechnology of Enzymes,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194663&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Panke
636-0108-00L,Biological Engineering and Biotechnology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192742&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Fussenegger
636-0109-00L,Stem Cells: Biology and Therapeutic Manipulation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194324&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,T. Schroeder
636-0117-00L,Mathematical Modelling for Bioengineering and Systems Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193007&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Iber
636-0118-00L,Introduction to Dynamical Systems with Applications to Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192682&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. H. Khammash
636-0125-00L,Protein Design,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195719&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,B. Wicky
636-0016-00L,Computational Systems Biology: Stochastic Approaches,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=196738&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. H. Khammash, A. Gupta"
636-0126-00L,Multicellular Systems,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=197298&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,P. Liberali
636-0805-00L,Research Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194732&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0806-00L,Industry Internship,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194733&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0900-10L,Master's Thesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194759&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0900-00L,Master's Thesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193761&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0009-00L,Evolutionary Dynamics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193418&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,N. Beerenwinkel
636-0017-00L,Computational Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193579&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Vaughan, C. Magnus, T. Stadler"
262-6110-00L,Bioinformatics Algorithms (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194811&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
401-6282-00L,Statistical Analysis of High-Throughput Genomic and Transcriptomic Data (University of Zurich),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193264&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"H. Rehrauer, M. Robinson"
636-0101-00L,Systems Genomics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193849&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"B. Treutlein, C. Beisel, Z. He"
262-6106-00L,Current Topics in Biophysics (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194616&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0104-00L,Biophysical Methods,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194606&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. J. Müller
529-0004-01L,Classical Simulation of (Bio)Molecular Systems,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194316&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"P. H. Hünenberger, S. Riniker"
636-0125-00L,Protein Design,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195719&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,B. Wicky
636-0007-00L,Computational Systems Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193662&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. Stelling
636-0706-00L,Spatio-Temporal Modelling in Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192976&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Iber
636-0117-00L,Mathematical Modelling for Bioengineering and Systems Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193007&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Iber
636-0016-00L,Computational Systems Biology: Stochastic Approaches,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=196738&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. H. Khammash, A. Gupta"
252-0535-00L,Advanced Machine Learning,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192925&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"J. M. Buhmann, C. Cotrini Jimenez"
636-0101-00L,Systems Genomics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193849&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"B. Treutlein, C. Beisel, Z. He"
227-0447-00L,Image Analysis and Computer Vision,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193621&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"E. Konukoglu, E. Erdil"
262-0201-00L,Multimodal Medical AI,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=195722&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Moor
636-0704-00L,Computational Biology and Bioinformatics Seminar,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193411&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"N. Beerenwinkel, D. Iber, T. Stadler"
401-0663-00L,Numerische Methoden für Informatik,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192908&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,V. C. Gradinaru
263-5210-00L,Probabilistic Artificial Intelligence,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193930&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Krause
401-0647-00L,Introduction to Mathematical Optimization,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193704&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Adjiashvili
227-0225-00L,Linear System Theory,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194178&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"J. Lygeros, A. Tsiamis"
151-0575-01L,Signals and Systems,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193158&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Carron
252-0237-00L,Concepts of Object-Oriented Programming,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193685&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,P. Müller
262-6140-00L,Random Processes: Theory and Applications from Physics to Finance (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194477&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-6150-00L,Programming for Life Sciences (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194478&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0015-00L,An Introduction to Probability Theory and Stochastic Processes with Applications to Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193221&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
263-3010-00L,Big Data,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193444&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Fourny
261-5112-00L,Algorithms and Data Structures for Population Scale Genomics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194152&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Kahles
252-0834-00L,Information Systems for Engineers,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194436&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Fourny
752-5500-00L,Applied Bioinformatics: Microbiomes,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194241&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"N. Bokulich, A. Lavrinienko, M. Ziemski"
636-0554-00L,Modelling and Simulation in Drug Development,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193813&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,H.‑M. Kaltenbach
263-5351-00L,Machine Learning for Genomics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194504&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,V. Boeva
263-5057-00L,From Publication to the Doctor's Office,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194563&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,O. Demler
551-0309-00L,Concepts in Modern Genetics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194135&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"Y. Barral, E. A. Brunner, A. Hajnal, O. Voinnet"
551-0313-00L,Microbiology (Part I),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194105&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"W.‑D. Hardt, L. Eberl, J. Newson, J. Piel, M. Pilhofer, A. Vagstad"
551-0317-00L,Immunology I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193423&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Kopf, I. Quast"
636-0511-00L,Developmental Neuroscience (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193530&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0515-00L,Molecular Medicine I (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193661&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-6180-00L,Molecular Control of Vertebrate Development and Organogenesis (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194337&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-5130-00L,Evolutionary Medicine: Morphological Changes and Pathologies (University of Zurich),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194537&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-6101-00L,New Approaches to Tackle Antibiotic Resistance (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194519&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-6102-00L,Functional Organization of the Cell Nucleus (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194547&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-6103-00L,Cellular Signalling (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194009&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-6105-00L,Frontiers in RNA Biology (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194520&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
636-0109-00L,Stem Cells: Biology and Therapeutic Manipulation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194324&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,T. Schroeder
636-0108-00L,Biological Engineering and Biotechnology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192742&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Fussenegger
262-5120-00L,Principles of Evolution: Theory (University of Zurich),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192560&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
551-0307-00L,Molecular and Structural Biology I: Molecular Mechanisms of Gene Expression and Protein Biogenesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194038&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"N. Ban, S. Jonas, M. Pilhofer, E. Weber-Ban, M. Wieczorek"
262-6107-00L,Applied Mathematics and Informatics in Drug Discovery (University of Basel),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194634&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
529-0733-02L,Chemical Biology and Synthetic Biochemistry,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194642&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"K. Lang, M. Fottner"
262-5140-00L,"Evolution of the Human Brain, Cognition, and Language (University of Zurich)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=197239&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0100-00L,Lab Rotation Short 1,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193983&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0101-00L,Lab Rotation Short 2,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193467&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0102-00L,Lab Rotation Short 3,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193468&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0103-00L,Lab Rotation Long 1,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193486&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0104-00L,Lab Rotation Long 2,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193146&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0105-00L,Industry Internship,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192930&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0106-00L,Lab Rotation Long 3,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194764&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0300-00L,Lab Rotation Short 1,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194716&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0301-00L,Lab Rotation Short 2,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194717&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0303-00L,Lab Rotation Long,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194718&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0302-00L,Industry Internship Short,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194613&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0304-00L,Industry Internship Long,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194614&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
262-0800-00L,Master's Thesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193209&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
252-0002-AAL,Data Structures and Algorithms,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193503&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Fischer, F. Friedrich Wicker"
252-0856-AAL,Computer Science,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192956&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"F. Friedrich Wicker, R. Sasse"
406-0603-AAL,Stochastics (Probability and Statistics),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193491&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Kalisch
262-0945-AAL,Cell and Molecular Biology for Engineers,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192544&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Moor
636-0309-00L,Advances in Molecular Biotechnology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192902&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Fussenegger
636-0009-00L,Evolutionary Dynamics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193418&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,N. Beerenwinkel
636-0104-00L,Biophysical Methods,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194606&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. J. Müller
636-0706-00L,Spatio-Temporal Modelling in Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192976&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Iber
636-0117-00L,Mathematical Modelling for Bioengineering and Systems Biology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193007&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Iber
636-0103-00L,Microtechnology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192801&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Hierlemann
636-0107-00L,Biotechnology of Enzymes,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194663&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Panke
636-0108-00L,Biological Engineering and Biotechnology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192742&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Fussenegger
636-0550-00L,Biomolecular Nanotechnology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193159&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Nash
