number,title,detail_url,dozierende
900-0156-DRL,Summer School I (1 week),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194276&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0157-DRL,Summer School II (1 week),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194277&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0158-DRL,Summer School III (1 week),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194278&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0159-DRL,"Summer School I (1 week, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194279&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0160-DRL,"Summer School II (1 week, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194280&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0161-DRL,"Summer School III (1 week, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194298&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0162-DRL,External Conference I (incl. Poster or Talk),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194593&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0163-DRL,External Conference II (incl. Poster or Talk),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194702&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0164-DRL,External Conference III (incl. Poster or Talk),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194703&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
103-0248-00L,Geospatial Research Methods,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192736&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Raubal
103-0249-00L,Geospatial Reference Systems,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192737&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Wieser, M. Varga"
103-0250-00L,Geospatial Data Acquisition,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194448&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Wieser, T. Medic, L. Schmid"
103-0251-00L,Computational Methods for Geospatial Analysis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194463&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"K. Schindler, J. A. Butt, O. Dietrich, B. Soja, T. Xiao"
101-0417-00L,Transport Planning Methods,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193646&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,E. Heinen
101-0427-01L,Public Transport Design and Operations,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193238&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,F. Corman
103-0227-00L,Application Development in Cartography,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192667&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Neumann
103-0287-00L,Image-based Mapping,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192704&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,T. Peters
102-0617-00L,Basics and Principles of Radar Remote Sensing for Environmental Applications,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193526&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,I. Hajnsek
102-0627-00L,Applied Radar Remote Sensing,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194569&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,O. Frey
103-0687-00L,Cadastral Systems,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193752&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. Lüthy
851-0724-01L,Immobiliarsachenrecht,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194413&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"S. Stucki, R. Müller-Wyss"
103-0187-01L,Space Geodesy,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192450&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,B. Soja
103-0258-00L,Interoperability of GIS,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193861&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. Schito
103-0778-00L,GIS and Geoinformatics Lab,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194186&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,P. Kiefer
263-5905-00L,Mixed Reality,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192718&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"Z. Bauer, C. Holz, M. Pollefeys"
363-0790-00L,Technology Entrepreneurship,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192871&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,F. Hacklin
103-0787-00L,Project Parameter Estimation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193364&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"J. A. Butt, T. Medic"
103-0747-00L,Cartography Lab,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192730&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,L. Hurni
103-0820-00L,Introduction to Scientific Computation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194341&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Usvyatsov
103-0260-00L,Advanced Geospatial Data Mining and Visualization,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193730&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
103-0298-10L,Project 1,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193756&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
103-0298-11L,Project 2,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194758&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
103-0009-10L,Master's Thesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194677&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
103-0132-AAL,Geodetic Metrology Fundamentals,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193858&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Wieser
103-0214-AAL,Cartography Fundamentals,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194176&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,L. Hurni
103-0253-AAL,Parameter Estimation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193432&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,E. Brockmann
252-0846-AAL,Computer Science II,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194069&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Fischer, M. Lüthi"
406-0141-AAL,Linear Algebra,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192914&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Akka Ginosar
406-0242-AAL,Analysis II,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193185&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Akveld
406-0243-AAL,Analysis I and II,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193613&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Akveld
406-0603-AAL,Stochastics (Probability and Statistics),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193491&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Kalisch
406-0062-AAL,Physics I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192928&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Vaterlaus
406-0063-AAL,Physics II,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192778&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Vaterlaus
252-0856-AAL,Computer Science,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192956&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"F. Friedrich Wicker, R. Sasse"
103-2233-AAL,GIS Basics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194544&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Raubal
103-0187-AAL,Satellite Geodesy,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194528&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Aichinger-Rosenberger
401-0363-AAL,Analysis III,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192885&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,L. Lewark
102-0675-AAL,Earth Observation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194726&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,I. Hajnsek
103-0849-AAL,Multivariate Statistics and Machine Learning,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194713&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,K. Schindler
121-0100-00L,Modul 1: Physikalische und chemische Grundlagen für den Lastfall Brand,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192620&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Frangi, P. Jenny"
121-0130-00L,Modul 4: Baulicher Brandschutz und Heissbemessung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192709&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Frangi, R. Bärtschi, M. Siemon"
135-0001-00L,Einführung: Grundlagen der Raumentwicklung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192773&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, S. Kissling, M. Nollert"
135-0100-00L,Modul 1: Raumplanung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192774&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, M. Koll-Schretzenmayr, M. Nollert"
135-0101-00L,Modul 2: Raum als komplexe Situation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192775&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Nollert, A. Rupf"
135-0102-00L,Modul 3: Integrierter Städtebau,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192793&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, D. Rummel"
135-0103-00L,Modul 4: Funktionale Regionen,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192794&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, M. Nollert"
135-0104-00L,Modul 5: Transformation gestalten,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192795&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, M. Nollert"
135-0105-00L,Design Studio,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192796&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, R. Hanimann, A. Kuitenbrouwer, M. Nollert"
135-0301-00L,Modul 1: Urbane Zukunft,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194722&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
135-0302-00L,Modul 2: Digitale und operative Kompetenz,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194723&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
135-0303-00L,Modul 3: Landschaft und Ökosysteme,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194724&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Grêt-Regamey
135-0304-00L,Modul 4: Nachhaltige Mobilität,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194581&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
135-0305-00L,Modul 5: Transformation gestalten: Veränderungsprozesse & Change-Management,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194582&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Kaufmann
135-0306-00L,Design Studio,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194584&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0005-00L,5 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193217&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0010-00L,10 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193218&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0015-00L,15 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193740&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0020-00L,20 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193645&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0025-00L,25 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194507&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0030-00L,30 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193654&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0060-00L,60 Credit Project,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194268&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
401-0241-00L,Analysis I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192779&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Akveld
401-0141-00L,Lineare Algebra,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193166&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Akka Ginosar
252-0845-00L,Informatik I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193722&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Lüthi, A. Streich"
103-0313-00L,Grundzüge der Raum- und Landschaftsentwicklung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192835&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"D. Jerjen, S. Hauller, F. Inneman"
103-0214-00L,Kartografie GZ,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194511&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,L. Hurni
103-0116-00L,Ökologie und Bodenkunde,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193050&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Grêt-Regamey, T. Keller, C. Küffer Schumacher"
401-0243-00L,Analysis III,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193677&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Akka Ginosar
103-0233-10L,GIS GZ,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193593&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Raubal
103-0187-02L,Satellitengeodäsie,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193676&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Aichinger-Rosenberger
102-0675-00L,Earth Observation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193917&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,I. Hajnsek
351-1158-00L,Ökonomie,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194190&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"U. Renold, P. McDonald, F. Pusterla, A. Zubovic"
851-0703-00L,Grundzüge des Rechts,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193951&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,O.  Streiff Gnöpff
402-0043-00L,Physik I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193875&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. Home
103-0253-01L,Parameterschätzung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193785&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,E. Brockmann
363-1004-00L,Operations Research,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194034&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Bütikofer van Oordt
101-0515-00L,Projektmanagement,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193954&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,C. G. C. Marxt
101-0031-10L,Systems Engineering,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194200&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"B. T. Adey, S. Hässig, D. Zani"
103-0139-00L,Geodätische Datenanalyse,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194207&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Schartner
103-0135-01L,Globale Satellitennavigationssysteme,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194091&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Aichinger-Rosenberger
103-0115-01L,Geodätische Messtechnik und Laserscanning,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193904&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Wieser, N. Meyer"
103-0717-00L,Geoinformationstechnologien und -analysen,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193905&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Raubal
103-0325-02L,Integrierte Raumentwicklung in Städten und Quartieren,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193873&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"G. Di Carlo Alvarez, F. Günther, R. Streit"
101-0415-01L,Public Transport and Railways,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193498&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,F. Corman
103-0532-00L,Einführung in elektrische Energiesysteme,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194706&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Schultz, P. Bühlmann, S. Hedtke"
103-0241-00L,Kartografie-Labor,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193151&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,L. Hurni
103-0006-10L,Bachelor-Arbeit,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192770&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
101-0467-01L,Transport Systems,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193299&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"E. Heinen, L. Ambühl, D. Kouzoupis, A. H. G. Meister"
103-0317-00L,Spatial Planning and Development,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194151&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"D. Kaufmann, A. Kuitenbrouwer, C. Sinatra"
103-0347-00L,Landscape Planning and Environmental Systems,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192752&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Grêt-Regamey
103-0377-10L,Basics of RE&IS,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193084&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"C. Sailer, B. T. Adey, D. Kaufmann, A. Kouvelas"
101-0509-10L,Infrastructure Planning,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193553&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"B. T. Adey, A. Elvarsson, O. M. Roman Garcia, J. Yap"
103-0378-00L,Introduction to the Programming Language R,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194645&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. J. Van Strien, A. Grêt-Regamey"
851-0707-00L,Raumplanungsrecht und Umwelt,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192571&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,O. Bucher
103-0327-00L,Geschichte der Raumplanung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194545&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Koll-Schretzenmayr
103-0569-00L,European Aspects of Spatial Development,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194314&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Peric Momcilovic
103-0347-01L,Landscape Planning and Environmental Systems (GIS Exercises),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192652&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Grêt-Regamey, C. Brouillet, I. Nicholson Thomas, M. Reusser"
701-1631-00L,Foundations of Ecosystem Management,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193724&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"J. Ghazoul, A. Giger Dray"
701-1453-00L,Ecological Assessment and Evaluation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194042&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,F. Knaus
052-0705-00L,Landschaftsarchitektur I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192768&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Uzor, A. Bucher"
102-0317-00L,Advanced Environmental Assessments,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193298&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Pfister
103-0251-00L,Computational Methods for Geospatial Analysis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194463&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"K. Schindler, J. A. Butt, O. Dietrich, B. Soja, T. Xiao"
103-0573-00L,Designing Urban Research: Social Science Methods for Urban Planning & Urban Studies,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192449&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Wicki, D. Kostenwein"
101-0427-01L,Public Transport Design and Operations,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193238&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,F. Corman
151-0227-00L,Basics of Air Transport (Aviation I),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192707&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,P. Wild
101-0417-00L,Transport Planning Methods,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193646&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,E. Heinen
101-0437-00L,Traffic Engineering,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193546&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Kouvelas
227-0523-00L,Eisenbahn-Systemtechnik I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194401&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Meyer
363-1047-00L,Urban Systems and Transportation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193460&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Köthenbürger, G. Loumeau"
